Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Slaves died during middle passage
3926,Garrafinha,"Southeast Brazil, port unspecified",Gabon,Cabo Frio,1844,400,
3949,Mosca,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1849,72,
3950,Tentativa Feliz,"Bahia, port unspecified",Gallinhas,"Bahia, port unspecified",1849,720,
3951,Lusitano,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,420,
3952,Felicidade,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,410,90
3953,Esperança,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,800,
3954,Segredo,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,308,
3955,Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,250,
3956,Moquim,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1849,,
3957,Espanto,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,150,
3958,Rosita,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,418,
3959,Lusitano,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,580,
3960,Igualdade,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,400,
3961,Segredo,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,180,200
3962,Bom Destino,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,450,
3963,Rosita,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,400,
3964,Esperança,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,150,
3965,Quilio,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,300,
3966,Igualdade,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,510,
3967,Mosquito,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,,
3968,Divindade,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1849,190,
3969,Rosita,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,413,
3970,Bom Destino,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1849,450,
3971,Esperança,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,190,
3972,,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1849,500,80
3973,Providência,Rio de Janeiro,Ambriz,"Rio de Janeiro, Sao Paulo, Santa Catarina",1848,1250,
3974,Antipatia,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,1050,
3975,Aretiza,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,590,
3976,Meteoro,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,450,
3977,Rosa,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,360,
3978,Prudente,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,600,
3979,Caveira,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,1250,
3980,S Rita,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,280,
3981,Segredo,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,430,
3982,Maria,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,650,
3983,Castro Terceiro,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,350,
3984,Nova Especulação,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,210,
3985,Aretiza,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,450,
3986,Safira,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,320,
3987,Polka,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,380,
3988,Tentador,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,350,
3989,Maria Cristina,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,930,
3990,Clementina,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,500,
3991,Maria Cândida,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,70,
3992,Phenix,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,600,
3993,S Francisco,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,340,
3994,Antoinette,Le Havre,Ambriz,Rio de Janeiro,1848,900,
3995,Teresa,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,350,
3996,Herald,Rio de Janeiro,Ambriz,Cabo Frio,1848,1110,40
3997,Inveja,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,390,
3998,Nova Especulação,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,250,
3999,Assombro,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,650,
4000,Maria Cristina,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,700,
4001,Amélia,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,350,
4002,,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,240,
4003,Galgo,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,700,
4004,Nova Rosa,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,360,
4005,Bela Maria,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1848,540,
4006,Juliet,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,,
4007,Globe,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,600,
4008,Mary Ann,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,,
4009,Frederica,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Rio de Janeiro,1848,,
4010,C H Rogers,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,,
4035,S Cruz,Rio de Janeiro,"Africa, port unspecified",Sao Sebastiao,1850,680,
4072,Leônidas,Rio de Janeiro,Ambriz,Ilha Grande,1850,800,
4083,Adália,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,300,
4084,S Cruz,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4085,Orithna (a) Arethia,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,450,
4086,,"Southeast Brazil, port unspecified","Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,400,
4087,Maria Cristina,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,930,
4088,Galgo,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,450,
4089,Desengano Feliz,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,650,
4090,Nova Esperança,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,300,
4091,Estrela (a) Cotueta,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,310,
4092,Zephire (a) Zephele,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,500,
4093,Bonfim (a) Proserpine,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,480,
4094,Rival,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4095,Sylphide,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,900,
4096,França (a) Deliberação (a) Fr,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4097,Albertina,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,650,
4098,Idelmunda,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4099,Sereia,"Brazil, port unspecified","Africa, port unspecified",Ilha Grande,1849,850,
4100,Paulina,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,900,
4101,Castro Primeiro,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,300,
4102,Rival,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,600,
4103,,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro province,1849,740,
4104,Vingador,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,500,
4105,Sereia,"Brazil, port unspecified","Africa, port unspecified",Campos,1849,800,
4106,,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro province,1849,740,
4107,Audaz,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4108,Tolerante,Rio de Janeiro,"Africa, port unspecified",Ilha Grande,1849,550,
4109,Antipático,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,851,
4110,Caracas,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,700,
4111,Whig,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4112,Imogene,Rio de Janeiro,Benguela,Rio de Janeiro province,1849,353,447
4113,Condor,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,600,
4114,S Cruz,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,682,
4115,Astrea,Rio de Janeiro,Congo River,Rio de Janeiro province,1849,600,
4116,Rival,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,722,
4117,S Cruz,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,510,
4118,Encanto,"Bahia, port unspecified","Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,535,
4119,Proserpina,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,480,
4120,Polka,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,350,
4121,Fontes,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,500,
4122,Tentadora,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,540,
4123,Safira,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,350,
4124,Phenix,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,180,
4125,Inveja,"Southeast Brazil, port unspecified",Benguela,"Rio de Janeiro, Sao Paulo, Santa Catarina",1849,450,
4126,Assombro,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,650,
4127,Providência,"Southeast Brazil, port unspecified","Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,1250,
4128,Nova Especulação,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,600,
4129,Antipático,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,1050,
4130,Aretéia,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,480,
4131,Meteoro,Rio de Janeiro,Congo North,"Rio de Janeiro, Sao Paulo, Santa Catarina",1849,420,
4132,Herald,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,900,
4133,,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,600,
4134,Teresa,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,560,
4135,Esperança,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,290,
4136,Brasileiro,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,350,
4137,Joaquina,Luanda,Benguela,"Rio de Janeiro, Sao Paulo, Santa Catarina",1849,415,85
4138,Latona,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4139,Especulador,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,410,
4140,Plia Julia,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,600,
4141,,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro province,1849,652,
4142,Lete,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,105,
4143,Virginia,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,204,
4144,Flor de Nocto,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,601,
4145,Castro,Rio de Janeiro,"Africa, port unspecified",Macae,1849,110,
4146,Giovanni,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,650,
4147,Etna,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,720,
4148,,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,800,
4149,Constelação,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,900,
4150,,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,480,
4151,Mariana,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,450,
4152,Seriza,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,848,
4153,Georgina,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,490,
4154,Camargo,Rio de Janeiro,Quilimane,Rio de Janeiro province,1852,500,50
4557,,"Africa, port unspecified",Congo River,Rio de Janeiro province,1851,168,
4562,Sílfide,"Bahia, port unspecified",Luanda,Rio de Janeiro,1846,470,
4563,Andonovi,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1846,360,60
4564,Baiano,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1846,430,
4565,Agaja Dussu,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1846,360,
4566,Andorinha,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1846,392,
4567,Brasiliense,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1847,450,
4568,Três Amigos,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1847,945,
4569,Taglioni,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1847,480,
4570,Baiano,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1847,480,
4571,Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,420,
4572,Sílfide,"Bahia, port unspecified",Ambriz,Macae,1847,1005,60
4573,Éolo,"Bahia, port unspecified",Gabon,Macae,1847,77,
4574,Crescent,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1847,150,
4575,Éolo,"Bahia, port unspecified",Cap Lopez,"Bahia, port unspecified",1847,400,
4576,Maria,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,450,
4577,Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,500,
4578,Sílfide,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,500,
4579,Serafim,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,453,80
4580,Maria Cristina,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1847,800,180
4581,Calumnia,"Pernambuco, port unspecified",Goree,"Pernambuco, port unspecified",1847,109,9
4582,Andorinha,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1847,420,
4583,Maria,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,360,
4584,Adelaide,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,500,
4585,Bela Miquelina,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,800,
4586,Anogro,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1847,260,
4587,Diligência,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1847,320,
4588,Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,450,
4589,Tentativa (a) George,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1847,726,111
4590,Dois Amigos,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1847,450,
4591,Mosquito,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,306,
4593,Nova Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,350,
4594,Bonfim,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,300,
4595,Igualdade,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,495,
4596,Competidora,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1850,180,
4597,Bom Destino,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,520,
4598,Mosquito,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,413,
4599,Polca,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,168,
4600,Igualdade,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,480,
4601,Atrevido,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1850,330,
4602,Moise Teimosa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,300,
4603,Girassol,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,250,
4604,Polca,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,346,
4605,Fé,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,350,
4606,Catita,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,450,
4607,Mariquinha,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,300,
4608,Mosquito,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,200,
4609,Brasil,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,320,
4610,Igualdade,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,200,
4611,Segredo,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,300,
4612,Liberdade,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,683,
4613,,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,300,
4614,,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,400,
4615,Fé,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1850,400,
4616,Catita,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,450,
4617,Dois Amigos,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1850,210,
4618,Sereia,Rio de Janeiro,Ambriz,Santos,1850,740,
4619,Resolução,Rio de Janeiro,Gallinhas,"Rio de Janeiro, Sao Paulo, Santa Catarina",1850,600,
4620,Hanibal,Rio de Janeiro,Quilimane,"Rio de Janeiro, Sao Paulo, Santa Catarina",1850,700,
