Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Slaves died during middle passage
2313,Ânimo Grande,Rio de Janeiro,Cabinda,Cabo Frio,1843,580,
2526,Esperança,"Bahia, port unspecified",Bights,"Bahia, port unspecified",1836,,
2565,Dido,Havana,"Lagos, Onim","Bahia, port unspecified",1838,570,5
2753,Amelie,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1842,,
2836,Bienfaisant,La Rochelle,Whydah,"Pernambuco, port unspecified",1825,,
2891,S João Vitorioso,Lisbon,Cacheu,Maranhao,1819,203,
2892,Pomba Feliz,,Cape Verde Islands,Maranhao,1819,43,
2893,D Ana,,Cape Verde Islands,Maranhao,1819,125,
2894,Aurora,,Cacheu,Maranhao,1819,204,
2895,Feliz Ventura,,Cacheu,Maranhao,1819,162,
2896,Apolo,Lisbon,Cacheu,Maranhao,1821,231,8
2899,Conde de Vila Flor,Para,Bissau,Para,1821,,
2900,Conde de Vila Flor,Para,Bissau,Para,1820,162,
2901,Bela de Dros da Morguerio,"Pernambuco, port unspecified",Bissau,"Pernambuco, port unspecified",1821,,
2904,Dois Amigos,Rio de Janeiro,"Africa, port unspecified","Southeast Brazil, port unspecified",1843,,
2911,Gavião,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1821,,
2913,Primeira Estrela,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1824,,
2914,Nova Viagem,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1825,,
2927,Rimerra,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1822,,
2932,Fé,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,,
2933,Netuno,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1822,,
2934,Paquete de Viana,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,236,
2936,Caridade,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1822,,
2950,NS do Pilar,Havana,Whydah,Rio de Janeiro,1826,,
2960,Novo Brilhante,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1825,,
2961,Aliança das Nações,"Bahia, port unspecified",Popo,"Bahia, port unspecified",1826,,
2962,Feliz Africano,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1826,,
2987,Secours,Cape Verde Islands,Bissau,Maranhao,1826,,
2988,Henriqueta,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,524,
2989,Henriqueta,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1827,523,
3001,,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1829,,
3002,,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1827,,
3004,,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1827,,
3033,Flora da Harmonia,,Cape Verde Islands,Maranhao,1831,,
3034,,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1829,,
3035,Voadora,Cape Verde Islands,Cape Verde Islands,Maranhao,1830,200,
3036,União,Maranhao,"Africa, port unspecified",Maranhao,1830,,
3037,Prudência,,"Africa, port unspecified",Maranhao,1830,,
3044,Paquete Africano,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1833,270,
3046,Atrevido,"Bahia, port unspecified",Bights,"Bahia, port unspecified",1833,,
3053,Vencedora,"Bahia, port unspecified",Gabon,"Bahia, port unspecified",1842,,
3058,Luís de Albuquerque,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1842,,
3059,Ana,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1842,,
3060,Duque de Bragança,"Southeast Brazil, port unspecified",Luanda,Parati,1835,400,
3061,Manoelita,Havana,"Africa, port unspecified","Bahia, port unspecified",1835,,
3062,Explorador,Havana,Loango,"Bahia, port unspecified",1835,,
3063,Mosca,Havana,"Africa, port unspecified","Bahia, port unspecified",1834,228,
3064,Mosca,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1835,,
3082,Empreendedor,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1836,,
3083,Empreendedor,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1837,,
3084,Empreendedor,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1840,,
3090,Sete de Abril (a) Mary Cushing,Havana,Bights,"Bahia, port unspecified",1838,,
3103,Africano Atrevido,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro province,1840,60,190
3119,Angola,Lisbon,Luanda,Rio de Janeiro,1841,400,0
3120,Minerva (a) Jovem Matilde,Lisbon,Luanda,Rio de Janeiro,1840,,
3125,Tejo,Rio de Janeiro,Quilimane,Rio de Janeiro,1841,,
3128,Marabout,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1841,,
3133,Bela Sociedade,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1841,320,21
3139,Sofia,Rio de Janeiro,Benguela,Rio de Janeiro,1841,750,
3140,Ana,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro,1841,473,
3142,Lealdade,Maranhao,"Africa, port unspecified",Maranhao,1841,,
3144,Pedro Segundo,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1840,,
3209,Elisa,"Southeast Brazil, port unspecified","Africa, port unspecified",Campos,1841,,
3282,Teodósia,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1844,480,
3292,,,Luanda,Para,1835,507,
3320,Ceres,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,459,7
3321,Indústria,Lisbon,Luanda,Rio de Janeiro,1826,676,11
3322,Brilhante,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,416,1
3323,Adamastor,Rio de Janeiro,Cabinda,Rio de Janeiro,1826,369,5
3324,NS da Conceição e Sr dos Passos,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,416,1
3325,Economia,Rio de Janeiro,Benguela,Rio de Janeiro,1826,400,16
3326,Amazona,Havana,Ambriz,Rio de Janeiro,1826,431,0
3327,Maria,Lisbon,Luanda,Rio de Janeiro,1826,442,15
3328,Maria Justina,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,495,5
3329,Seis de Fevereiro,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1826,339,10
3330,Nove de Janeiro,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1826,552,11
3331,Ulisses,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,444,12
3332,Velha de Deus,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1826,314,1
3333,Oriente,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,,
3334,Vulcano,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1826,546,16
3335,Mariana,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1826,480,43
3336,Estrela do Norte,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,196,4
3337,Minerva,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1826,410,48
3338,Tejo,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,526,4
3339,Quatro de Abril,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1826,787,20
3340,Cotia,Rio de Janeiro,Benguela,Rio de Janeiro,1826,300,39
3341,Grão Penedo,Rio de Janeiro,Luanda,Rio de Janeiro,1826,398,85
3342,Esperança,Rio de Janeiro,Benguela,Rio de Janeiro,1826,363,68
3343,Novo Despique,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,465,90
3344,Invencível,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,425,50
3345,Nova S Rosa,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,373,0
3346,Luís de Camões,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,494,1
3347,Três Corações,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,575,1
3348,Bom Jesus Triunfante,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,512,35
3349,Delfina,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,391,6
3350,S Antônio Destemido,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,545,7
3351,Flor do Rio,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,437,21
3352,Conde dos Arcos,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1826,581,40
3353,Trajano,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1826,298,130
3354,Ativo,Rio de Janeiro,Benguela,Rio de Janeiro,1826,538,101
3355,Boa União,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,331,25
3356,Espadarte,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,330,3
3357,Cometa,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,562,2
3358,Novo Destino,Rio de Janeiro,Cabinda,Rio de Janeiro,1826,510,3
3359,Orestes,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1826,454,22
3360,Economia,Rio de Janeiro,Benguela,Rio de Janeiro,1826,425,25
3361,União Feliz,Rio de Janeiro,Ambriz,Rio de Janeiro,1826,242,3
3362,Lucrécia,Lisbon,Luanda,Rio de Janeiro,1826,311,8
3363,Triunfo da Inveja,Rio de Janeiro,Ambriz,Rio de Janeiro,1826,394,1
3364,Marquesa de Pombal,"Southeast Brazil, port unspecified",Congo River,Rio de Janeiro,1826,367,2
3365,Caçador,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,405,1
3366,Paquete Feliz,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,420,80
3367,Desengano Feliz,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1826,485,37
3368,Velha de Deus,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1826,343,4
3369,Arsênia,Rio de Janeiro,Malembo,Rio de Janeiro,1826,297,2
3370,Brilhante,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1826,,
3371,Pastora de Lima,Rio de Janeiro,Benguela,Rio de Janeiro,1826,359,43
3372,Oriente,Rio de Janeiro,Congo River,Rio de Janeiro,1826,220,4
3373,Rainúnculo,Rio de Janeiro,Ambriz,Rio de Janeiro,1826,334,3
3374,Henriqueta,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,504,46
3375,Ligeiro,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,405,11
3376,Maria Justina,Rio de Janeiro,Cabinda,Rio de Janeiro,1826,583,8
3377,General Rêgo,Rio de Janeiro,Cabinda,Rio de Janeiro,1826,,
3378,Tejo,Rio de Janeiro,Luanda,Rio de Janeiro,1826,475,12
3379,Torquato,Rio de Janeiro,Ambriz,Rio de Janeiro,1826,,
3380,Santana Flor de Luanda,Rio de Janeiro,Ambriz,Rio de Janeiro,1826,515,0
3381,Indústria,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1826,543,13
3382,Mariana,Rio de Janeiro,Cabinda,Rio de Janeiro,1826,520,0
3383,Providência,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1826,246,2
3384,NS da Conceição Flor do Mar,Rio de Janeiro,Benguela,Rio de Janeiro,1826,164,48
3385,Africano Constitucional,Rio de Janeiro,Quilimane,Rio de Janeiro,1826,627,38
3386,Cotia,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1826,335,5
3387,Estrela do Mar,Rio de Janeiro,Malembo,Rio de Janeiro,1828,265,5
3388,S Amaro,"Bahia, port unspecified",Benguela,Rio de Janeiro,1828,343,24
3389,Zéfiro,Rio de Janeiro,Mozambique,Rio de Janeiro,1828,495,96
3390,Novo Júpiter,"Southeast Brazil, port unspecified",Congo River,Rio de Janeiro,1828,402,18
3391,Delfina da África,Rio de Janeiro,Luanda,Rio de Janeiro,1828,455,32
3392,Júpiter,Rio de Janeiro,Congo River,Rio de Janeiro,1828,132,4
3393,Amizade,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1828,234,3
3394,D Ana,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1828,359,38
3396,Bela Americana,Rio de Janeiro,Ambriz,Rio de Janeiro,1828,459,4
3397,Espadarte,Rio de Janeiro,Cabinda,Rio de Janeiro,1828,289,3
3398,Ceres,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1828,322,3
3399,Amizade dos Santos,Rio de Janeiro,Cabinda,Rio de Janeiro,1828,250,10
3400,Ativo,Rio de Janeiro,Luanda,Rio de Janeiro,1828,530,28
3401,Lucrécia,Rio de Janeiro,Ambriz,Rio de Janeiro,1828,274,10
3402,Esperança,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1828,394,17
3403,Dois Irmãos,Rio de Janeiro,Luanda,Rio de Janeiro,1828,308,42
3404,Amizade Feliz,"Southeast Brazil, port unspecified",Congo River,Rio de Janeiro,1828,92,3
3405,Comerciante,Rio de Janeiro,Luanda,Rio de Janeiro,1828,432,9
3406,Carolina,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1828,213,7
3407,Brilhante,Rio de Janeiro,Luanda,Rio de Janeiro,1828,,
3408,Duquesa,Rio de Janeiro,Quilimane,Santos,1844,610,
3409,Ventura Feliz,"Southeast Brazil, port unspecified",Benguela,Campos,1844,580,120
3410,Nova Especulação,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro province,1844,190,
3411,Especuladora,Rio de Janeiro,Gabon,Campos,1844,120,
3412,,"Southeast Brazil, port unspecified",Cabinda,Marica,1844,600,
3413,Coimbra,Rio de Janeiro,Gabon,Cabo Frio,1844,90,
3414,Pompeo,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro province,1844,320,
3415,Felicidade,"Southeast Brazil, port unspecified",Luanda,Macae,1844,332,
3416,Espanhola,"Southeast Brazil, port unspecified",Cabinda,Campos,1844,60,
3417,Confidência,"Southeast Brazil, port unspecified",Gabon,Campos,1844,301,
3418,Francelina,"Southeast Brazil, port unspecified",Luanda,Cabo Frio,1844,350,
3419,Espadarte,"Southeast Brazil, port unspecified",Cabinda,Cabo Frio,1844,380,
3420,Relâmpago,"Southeast Brazil, port unspecified",Cabinda,Cabo Frio,1844,480,
3421,Luísa,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro province,1844,400,
3422,Bela Maria,Rio de Janeiro,Luanda,Macae,1844,350,
3423,Isabel,"Bahia, port unspecified","Lagos, Onim",Sao Sebastiao,1844,620,
3424,Caçador,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio de Janeiro province,1844,550,
3425,Gommse,"Southeast Brazil, port unspecified",Lourenco Marques,Mangaratiba,1844,400,
3426,Agnes,Rio de Janeiro,Cabinda,Cabo Frio,1844,400,
3427,Ganaflite,Luanda,Cabinda,Cabo Frio,1844,420,180
3428,NS da Conceição Feliz,Rio de Janeiro,Gabon,Campos,1844,205,
3429,Montevideano,Vitoria,Cabinda,Cabo Frio,1844,750,50
3430,Felicidade,Rio de Janeiro,Luanda,Campos,1844,340,
3431,Cacique,Rio de Janeiro,Luanda,Rio de Janeiro,1844,480,
3432,Rebeca,Santos,Gabon,Ilha Grande,1844,157,
3433,Kentucky,Rio de Janeiro,Sofala,Cabo Frio,1844,450,
3434,Espanhol,"Bahia, port unspecified","Lagos, Onim",Macae,1844,353,
3435,Providência,Rio de Janeiro,Luanda,Ilha Grande,1844,480,
3436,Empreendedor,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro province,1844,495,
3437,Belmira,Rio de Janeiro,Luanda,Rio de Janeiro province,1844,570,
3471,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1845,,
3472,Ninfa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1845,,
3473,Logo Te Direi,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1845,,
3474,Espiga,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1845,,
3475,Mágico,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1845,,
3476,Carolina,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1844,230,
3477,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,120,
3478,Maria,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,240,
3479,Esperança,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1844,380,
3480,Felicidade,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1844,560,
3510,Empreendedor,Rio de Janeiro,Cabinda,Rio de Janeiro,1845,500,
3511,Bela Maria,"Southeast Brazil, port unspecified",Cabinda,Macae,1845,400,
3512,Fama,"Southeast Brazil, port unspecified",Luanda,Campos,1845,430,
3513,Felicidade,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro province,1845,222,
3514,Ganaflite,"Southeast Brazil, port unspecified",Lourenco Marques,Cabo Frio,1845,380,
3515,Triunfo da Figueira,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro province,1845,380,
3516,Caçador da Bahia,"Southeast Brazil, port unspecified",Luanda,Macae,1845,650,
3517,Nova Sociedade,"Southeast Brazil, port unspecified",Ambriz,Macae,1845,200,
3518,Esperança,"Southeast Brazil, port unspecified",Cabinda,Campos,1845,420,
3519,Belmira,"Southeast Brazil, port unspecified",Ambriz,Campos,1845,650,
3520,Lagunense,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1845,670,
3521,Carmenista,"Southeast Brazil, port unspecified",Cabinda,Cabo Frio,1845,363,
3522,Especuladora,"Southeast Brazil, port unspecified",Cabinda,Campos,1845,280,
3523,Brasiliense,"Southeast Brazil, port unspecified","Lagos, Onim",Sao Sebastiao,1845,500,
3524,Delinda,"Southeast Brazil, port unspecified","Africa, port unspecified",Macae,1845,230,
3525,Três Corações,"Southeast Brazil, port unspecified",Benguela,Campos,1845,160,
3526,Restaurador,"Southeast Brazil, port unspecified",Mozambique,Cabo Frio,1845,382,
3527,Teixeira,Rio de Janeiro,Benguela,Macae,1845,420,
3528,Dois Corações,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro province,1845,193,
3529,Belmira,"Southeast Brazil, port unspecified",Luanda,Campos,1845,573,
3530,Esperança,"Southeast Brazil, port unspecified",Luanda,Campos,1845,500,
3531,S Domingos,"Southeast Brazil, port unspecified",Cabinda,Rio Sao Jeso,1845,383,
3532,S Lourenço,"Southeast Brazil, port unspecified",Cabinda,Cabo Frio,1845,600,
3533,Caxias,"Southeast Brazil, port unspecified",Luanda,Macae,1845,400,
3534,Esperança,"Southeast Brazil, port unspecified",Ambriz,Macae,1845,395,
3535,Aventureiro,"Southeast Brazil, port unspecified",Ambriz,Campos,1845,201,
3536,Boaventura,"Southeast Brazil, port unspecified",Benguela,Macae,1845,170,
3537,Diligente,"Southeast Brazil, port unspecified",Benguela,Cabo Frio,1845,300,
3538,Nova Sociedade,Rio de Janeiro,Cabinda,Campos,1845,240,
3539,Lobo,"Southeast Brazil, port unspecified","Africa, port unspecified",Macae,1845,410,
3540,Três Corações,"Southeast Brazil, port unspecified",Benguela,Macae,1845,200,
3541,Dois Corações,"Southeast Brazil, port unspecified",Benguela,Macae,1845,182,
3542,Kentucky,Rio de Janeiro,Quilimane,Cabo Frio,1845,545,
3543,Zampes,"Southeast Brazil, port unspecified",Benguela,Campos,1845,280,
3544,Tentativa,"Southeast Brazil, port unspecified","Sierra Leone, port unspecified",Cabo Frio,1845,200,
3545,Caxias,"Southeast Brazil, port unspecified","Sierra Leone, port unspecified",Cabo de Buzios,1845,450,
3580,Harriet,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1846,,
3581,Cuba,Rio de Janeiro,"Lagos, Onim",Rio de Janeiro,1846,,
3582,Gabriel,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1845,480,
3583,Brasiliense,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1846,818,
3584,Maria,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1846,160,
3585,Três Amigos,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1846,1350,50
3586,Amélia,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1846,346,
3587,Baiano,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1846,510,
3588,Maria Angélica,"Bahia, port unspecified",Cap Lopez,"Bahia, port unspecified",1846,94,
3589,Brasiliense,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1846,514,
3590,Três Amigos,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1846,520,
3591,,"Bahia, port unspecified",Gabon,"Bahia, port unspecified",1846,240,
3592,,"Pernambuco, port unspecified","Africa, port unspecified",Ilha de Itamaric ,1845,163,
3593,Mariquinha,"Pernambuco, port unspecified",Luanda,Porto de Galinhas,1846,,
3594,Feliz,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1846,130,70
3698,,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,350,200
3761,Vareta,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,650,
3762,Rival,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,400,
3763,Mary Chilton,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,600,
3764,Igual,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,517,
3765,California,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,400,
3766,,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,,
3767,Clementina,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,450,
3768,Providência,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,990,
3769,Proserpina,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,1848,,
3770,Zenóbia,Rio de Janeiro,Congo River,Rio de Janeiro,1848,,
3771,Maria,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,650,
3772,Calumnia,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1848,230,
3773,Bela Miquelina,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,340,
3774,Jovem Inocente,"Southeast Brazil, port unspecified","Africa, port unspecified",Macae,1848,,
3775,Mete Mão,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1848,420,
3776,Diligência,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,302,59
3777,,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,35,15
3778,Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,430,
3779,Calumnia,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,180,
3780,Pensamento,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,456,
3781,Vareta,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,217,
3782,S Antônio Triunfo,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,280,
3783,Diligência,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,420,60
3784,Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,500,
3785,Josefa,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,350,
3786,Tentaviva Feliz,"Bahia, port unspecified","Africa, port unspecified",Macae,1848,604,
3787,Repentino,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio Sao Jeso,1848,,
3788,Segunda Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,207,
3789,Diligência,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,106,
3790,Vareta,"Bahia, port unspecified","Africa, port unspecified",Rio Sao Jeso,1848,,
3791,Andorinha,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,280,
3792,Vingador,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,569,
3793,Igual,"Southeast Brazil, port unspecified","Africa, port unspecified",Rio Sao Jeso,1848,,
3794,Lusitano,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1848,480,
3795,Andorinha,"Bahia, port unspecified",Gallinhas,"Bahia, port unspecified",1848,317,
3796,Segredo,"Bahia, port unspecified",Gallinhas,"Bahia, port unspecified",1848,350,25
3841,Banque,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1849,400,
3842,Lúcifer,Boston,Quilimane,Rio de Janeiro province,1850,390,
3843,Idelmunda (a) Anônima,Rio de Janeiro,Quilimane,Rio de Janeiro province,1850,731,
3844,Astro,Santos,"Africa, port unspecified",Santos,1850,500,
3845,Mariana,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1850,539,
3858,Ana e Constância,Rio de Janeiro,Benguela,Rio de Janeiro,1844,,
3859,Garrapes,"Pernambuco, port unspecified","Africa, port unspecified",Porto de Galinhas,1844,130,220
3860,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,130,
3861,Felicidade (a) Teodósia,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1844,530,
3862,Vivo,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,190,
3863,Pronto,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,106,
3864,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,100,
3865,Bom Destino,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,500,
3866,Vivo,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,,
3867,Gratidão,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,420,
3868,Leocádia,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1844,580,
3869,Sooy (a) Fortuna,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,610,20
3870,Ave Maria,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,225,
3871,Bom Destino,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1844,400,
3872,Pepita,Barcelona,"Africa, port unspecified","Bahia, port unspecified",1844,450,
3877,,"Africa, port unspecified",Nova Redonda,"Pernambuco, port unspecified",1845,92,0
3914,Ventura,"Southeast Brazil, port unspecified",Quilimane,Cabo Frio,1844,400,230
3915,Adamastor,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro province,1844,300,
3916,Aventureiro,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro province,1844,65,
3917,Henriqueta,"Southeast Brazil, port unspecified",Benguela,Macae,1844,,
3918,Campista,"Southeast Brazil, port unspecified",Ambriz,Campos,1844,90,
3919,,Rio de Janeiro,"Africa, port unspecified",Campos,1844,260,
3920,Rainha dos Anjos,Rio de Janeiro,Cabinda,Campos,1844,280,
3921,,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Macae,1844,280,
3922,Leocádia,"Southeast Brazil, port unspecified",Gabon,Sao Sebastiao,1844,500,
3923,Lealdade,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Ponta Negro,1844,300,
3924,Virginia,"Southeast Brazil, port unspecified",Benguela,Macae,1844,450,
3925,Bela Maria,"Southeast Brazil, port unspecified",Luanda,Marica,1844,360,
